Id,WnvPresent
1,0.14352054710915188
2,0.14352054710915188
3,0.14352054710915188
4,0.14352054710915188
5,0.14352054710915188
6,0.14352054710915188
7,0.14352054710915188
8,0.14352054710915188
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.14267219817219817
18,0.14267219817219817
19,0.14267219817219817
20,0.14267219817219817
21,0.14267219817219817
22,0.14267219817219817
23,0.14267219817219817
24,0.14267219817219817
25,0.11225743553076281
26,0.11225743553076281
27,0.11225743553076281
28,0.11225743553076281
29,0.11225743553076281
30,0.11225743553076281
31,0.11225743553076281
32,0.11225743553076281
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.04902208949518573
42,0.04902208949518573
43,0.04902208949518573
44,0.04902208949518573
45,0.04902208949518573
46,0.04902208949518573
47,0.04902208949518573
48,0.04902208949518573
49,0.017581105389567007
50,0.017581105389567007
51,0.017581105389567007
52,0.017581105389567007
53,0.017581105389567007
54,0.017581105389567007
55,0.017581105389567007
56,0.017581105389567007
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.060049201808989004
66,0.060049201808989004
67,0.060049201808989004
68,0.060049201808989004
69,0.060049201808989004
70,0.060049201808989004
71,0.060049201808989004
72,0.060049201808989004
73,0.15299046699511326
74,0.15299046699511326
75,0.15299046699511326
76,0.15299046699511326
77,0.15299046699511326
78,0.15299046699511326
79,0.15299046699511326
80,0.15299046699511326
81,0.034864024864024866
82,0.034864024864024866
83,0.034864024864024866
84,0.034864024864024866
85,0.034864024864024866
86,0.034864024864024866
87,0.034864024864024866
88,0.034864024864024866
89,0.031065856607491053
90,0.031065856607491053
91,0.031065856607491053
92,0.031065856607491053
93,0.031065856607491053
94,0.031065856607491053
95,0.031065856607491053
96,0.031065856607491053
97,0.1698752681252681
98,0.1698752681252681
99,0.1698752681252681
100,0.1698752681252681
101,0.1698752681252681
102,0.1698752681252681
103,0.1698752681252681
104,0.1698752681252681
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.23844761263172493
114,0.23844761263172493
115,0.23844761263172493
116,0.23844761263172493
117,0.23844761263172493
118,0.23844761263172493
119,0.23844761263172493
120,0.23844761263172493
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0641857177262228
138,0.0641857177262228
139,0.0641857177262228
140,0.0641857177262228
141,0.0641857177262228
142,0.0641857177262228
143,0.0641857177262228
144,0.0641857177262228
145,0.09893663683986263
146,0.09893663683986263
147,0.09893663683986263
148,0.09893663683986263
149,0.09893663683986263
150,0.09893663683986263
151,0.09893663683986263
152,0.09893663683986263
153,0.10010969130733807
154,0.10010969130733807
155,0.10010969130733807
156,0.10010969130733807
157,0.10010969130733807
158,0.10010969130733807
159,0.10010969130733807
160,0.10010969130733807
161,0.14690167048398756
162,0.14690167048398756
163,0.14690167048398756
164,0.14690167048398756
165,0.14690167048398756
166,0.14690167048398756
167,0.14690167048398756
168,0.14690167048398756
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.09674406766828683
186,0.09674406766828683
187,0.09674406766828683
188,0.09674406766828683
189,0.09674406766828683
190,0.09674406766828683
191,0.09674406766828683
192,0.09674406766828683
193,0.054404402053819204
194,0.054404402053819204
195,0.054404402053819204
196,0.054404402053819204
197,0.054404402053819204
198,0.054404402053819204
199,0.054404402053819204
200,0.054404402053819204
201,0.07088150677488114
202,0.07088150677488114
203,0.07088150677488114
204,0.07088150677488114
205,0.07088150677488114
206,0.07088150677488114
207,0.07088150677488114
208,0.07088150677488114
209,0.07097420184310797
210,0.07097420184310797
211,0.07097420184310797
212,0.07097420184310797
213,0.07097420184310797
214,0.07097420184310797
215,0.07097420184310797
216,0.07097420184310797
217,0.06704763121085697
218,0.06704763121085697
219,0.06704763121085697
220,0.06704763121085697
221,0.06704763121085697
222,0.06704763121085697
223,0.06704763121085697
224,0.06704763121085697
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.07726332003862783
234,0.07726332003862783
235,0.07726332003862783
236,0.07726332003862783
237,0.07726332003862783
238,0.07726332003862783
239,0.07726332003862783
240,0.07726332003862783
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.13800116550116548
250,0.13800116550116548
251,0.13800116550116548
252,0.13800116550116548
253,0.13800116550116548
254,0.13800116550116548
255,0.13800116550116548
256,0.13800116550116548
257,0.009405368861796817
258,0.009405368861796817
259,0.009405368861796817
260,0.009405368861796817
261,0.009405368861796817
262,0.009405368861796817
263,0.009405368861796817
264,0.009405368861796817
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.04162688709991562
274,0.04162688709991562
275,0.04162688709991562
276,0.04162688709991562
277,0.04162688709991562
278,0.04162688709991562
279,0.04162688709991562
280,0.04162688709991562
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.029991498691363673
298,0.029991498691363673
299,0.029991498691363673
300,0.029991498691363673
301,0.029991498691363673
302,0.029991498691363673
303,0.029991498691363673
304,0.029991498691363673
305,0.03815316869618783
306,0.03815316869618783
307,0.03815316869618783
308,0.03815316869618783
309,0.03815316869618783
310,0.03815316869618783
311,0.03815316869618783
312,0.03815316869618783
313,0.12815024969455416
314,0.12815024969455416
315,0.12815024969455416
316,0.12815024969455416
317,0.12815024969455416
318,0.12815024969455416
319,0.12815024969455416
320,0.12815024969455416
321,0.05391839199763795
322,0.05391839199763795
323,0.05391839199763795
324,0.05391839199763795
325,0.05391839199763795
326,0.05391839199763795
327,0.05391839199763795
328,0.05391839199763795
329,0.08271475256769376
330,0.08271475256769376
331,0.08271475256769376
332,0.08271475256769376
333,0.08271475256769376
334,0.08271475256769376
335,0.08271475256769376
336,0.08271475256769376
337,0.015212591110632367
338,0.015212591110632367
339,0.015212591110632367
340,0.015212591110632367
341,0.015212591110632367
342,0.015212591110632367
343,0.015212591110632367
344,0.015212591110632367
345,0.060364728270145517
346,0.060364728270145517
347,0.060364728270145517
348,0.060364728270145517
349,0.060364728270145517
350,0.060364728270145517
351,0.060364728270145517
352,0.060364728270145517
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.1558327426490899
362,0.1558327426490899
363,0.1558327426490899
364,0.1558327426490899
365,0.1558327426490899
366,0.1558327426490899
367,0.1558327426490899
368,0.1558327426490899
369,0.22143625402638684
370,0.22143625402638684
371,0.22143625402638684
372,0.22143625402638684
373,0.22143625402638684
374,0.22143625402638684
375,0.22143625402638684
376,0.22143625402638684
377,0.09740607672616838
378,0.09740607672616838
379,0.09740607672616838
380,0.09740607672616838
381,0.09740607672616838
382,0.09740607672616838
383,0.09740607672616838
384,0.09740607672616838
385,0.07811698382509305
386,0.07811698382509305
387,0.07811698382509305
388,0.07811698382509305
389,0.07811698382509305
390,0.07811698382509305
391,0.07811698382509305
392,0.07811698382509305
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.03688888888888889
402,0.03688888888888889
403,0.03688888888888889
404,0.03688888888888889
405,0.03688888888888889
406,0.03688888888888889
407,0.03688888888888889
408,0.03688888888888889
409,0.0031746031746031746
410,0.0031746031746031746
411,0.0031746031746031746
412,0.0031746031746031746
413,0.0031746031746031746
414,0.0031746031746031746
415,0.0031746031746031746
416,0.0031746031746031746
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.017949927400315917
426,0.017949927400315917
427,0.017949927400315917
428,0.017949927400315917
429,0.017949927400315917
430,0.017949927400315917
431,0.017949927400315917
432,0.017949927400315917
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.06246557033002046
442,0.06246557033002046
443,0.06246557033002046
444,0.06246557033002046
445,0.06246557033002046
446,0.06246557033002046
447,0.06246557033002046
448,0.06246557033002046
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.10678775736603101
474,0.10678775736603101
475,0.10678775736603101
476,0.10678775736603101
477,0.10678775736603101
478,0.10678775736603101
479,0.10678775736603101
480,0.10678775736603101
481,0.22649516450565926
482,0.22649516450565926
483,0.22649516450565926
484,0.22649516450565926
485,0.22649516450565926
486,0.22649516450565926
487,0.22649516450565926
488,0.22649516450565926
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.07121448069993598
498,0.07121448069993598
499,0.07121448069993598
500,0.07121448069993598
501,0.07121448069993598
502,0.07121448069993598
503,0.07121448069993598
504,0.07121448069993598
505,0.07692648996357436
506,0.07692648996357436
507,0.07692648996357436
508,0.07692648996357436
509,0.07692648996357436
510,0.07692648996357436
511,0.07692648996357436
512,0.07692648996357436
513,0.04593318671903869
514,0.04593318671903869
515,0.04593318671903869
516,0.04593318671903869
517,0.04593318671903869
518,0.04593318671903869
519,0.04593318671903869
520,0.04593318671903869
521,0.05613399403181803
522,0.05613399403181803
523,0.05613399403181803
524,0.05613399403181803
525,0.05613399403181803
526,0.05613399403181803
527,0.05613399403181803
528,0.05613399403181803
529,0.15755952380952382
530,0.15755952380952382
531,0.15755952380952382
532,0.15755952380952382
533,0.15755952380952382
534,0.15755952380952382
535,0.15755952380952382
536,0.15755952380952382
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.07097542368456022
554,0.07097542368456022
555,0.07097542368456022
556,0.07097542368456022
557,0.07097542368456022
558,0.07097542368456022
559,0.07097542368456022
560,0.07097542368456022
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.020465608465608465
570,0.020465608465608465
571,0.020465608465608465
572,0.020465608465608465
573,0.020465608465608465
574,0.020465608465608465
575,0.020465608465608465
576,0.020465608465608465
577,0.08735984610355318
578,0.08735984610355318
579,0.08735984610355318
580,0.08735984610355318
581,0.08735984610355318
582,0.08735984610355318
583,0.08735984610355318
584,0.08735984610355318
585,0.0751378401215366
586,0.0751378401215366
587,0.0751378401215366
588,0.0751378401215366
589,0.0751378401215366
590,0.0751378401215366
591,0.0751378401215366
592,0.0751378401215366
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
